region,accepted_name,years_present,freq_occurrence,mean_wgt_cpua,total_biomass
Celtic-Biscay Shelf,Hippoglossoides platessoides,27,32.32064811853747,22.091009128713136,66979.93967825815
Celtic-Biscay Shelf,Phycis blennoides,27,19.88060974309775,23.04797120078685,42984.466289467375
Celtic-Biscay Shelf,Microchirus variegatus,25,49.30178019400917,8.045679036762444,37211.26554502632
Celtic-Biscay Shelf,Glyptocephalus cynoglossus,27,24.08058842340902,14.55849786360313,32887.64667387952
East Bering Sea,Gadus chalcogrammus,26,97.01844262295081,9513.771429929244,90085901.6700002
East Bering Sea,Limanda aspera,26,66.84426229508196,6520.068249540159,42536925.25999983
East Bering Sea,Gadus macrocephalus,26,96.14754098360656,1602.931170076726,15041906.09999992
East Bering Sea,Hippoglossoides elassodon,26,75.70696721311475,1455.2960102855598,10753182.219999976
East Bering Sea,Pleuronectes quadrituberculatus,26,67.34631147540983,1493.5651285562149,9817203.589999992
East Bering Sea,Atheresthes stomias,26,51.59836065573771,1725.3424583002386,8688824.619999982
East Bering Sea,Hippoglossus stenolepis,26,72.70491803278688,422.66327649379934,2999218.6099999985
East Bering Sea,Platichthys stellatus,26,15.348360655737705,889.5612750333777,1332562.7899999993
East Bering Sea,Atheresthes evermanni,26,42.12090163934426,198.88713451714912,817625.0100000012
East Bering Sea,Hemitripterus bolini,26,21.598360655737704,297.10115749525613,626289.2400000009
East Bering Sea,Hemilepidotus jordani,26,18.114754098360656,344.1405825791855,608440.55
East Bering Sea,Reinhardtius hippoglossoides,26,20.942622950819672,238.9896917808219,488494.92999999895
East Bering Sea,Podothecus accipenserinus,26,57.26434426229508,75.98332975487564,424670.8299999996
East Bering Sea,Hippoglossoides robustus,26,23.94467213114754,178.38069319640564,416875.6799999991
Gulf of Alaska,Atheresthes stomias,12,90.36975389371062,6225.766289961845,47322049.56999994
Gulf of Alaska,Sebastes alutus,12,43.63333729639758,9758.018122615806,35811926.51
Gulf of Alaska,Gadus chalcogrammus,12,72.29818095351325,2985.829625061668,18156829.949999947
Gulf of Alaska,Hippoglossus stenolepis,12,76.471287599572,1961.4757991293543,12616212.339999964
Gulf of Alaska,Gadus macrocephalus,12,61.57412911663298,2147.000824483491,11119317.269999992
Gulf of Alaska,Hippoglossoides elassodon,12,53.40625371537273,1510.9117898486197,6787015.759999971
Gulf of Alaska,Sebastes polyspinis,12,15.943407442634646,4944.217658463834,6630195.8800000055
Gulf of Alaska,Anoplopoma fimbria,12,41.95696112233979,1555.9866874468692,5491077.020000011
Gulf of Alaska,Glyptocephalus zachirus,12,64.92688146474855,539.5223731917231,2946331.679999996
Gulf of Alaska,Sebastes variabilis,12,15.146831530139103,2241.561405023548,2855749.2299999986
Gulf of Alaska,Sebastolobus alascanus,12,25.633099512543097,1221.4419897959183,2633428.930000002
Gulf of Alaska,Microstomus pacificus,12,47.651884437046725,512.0733383233533,2052389.9400000067
Gulf of Alaska,Squalus suckleyi,12,17.798121507549638,654.3223847695391,979520.6099999987
Gulf of Alaska,Beringraja rhina,12,21.00820354297943,543.9882003395586,961227.1500000012
Gulf of Alaska,Hemilepidotus jordani,12,21.020092735703244,327.37545814479637,578799.8100000008
Gulf of Mexico,Micropogonias undulatus,27,69.09368226699847,716.0994233064134,6163467.736398293
Gulf of Mexico,Stenotomus caprinus,27,71.5180219956651,154.78777309341265,1379004.270489213
Gulf of Mexico,Leiostomus xanthurus,27,43.349120976157984,190.52715859289182,1028846.6564016175
Gulf of Mexico,Peprilus burti,27,57.012121698643334,127.31942979780128,904222.5904239881
Gulf of Mexico,Synodus foetens,27,67.88151240266517,49.79659365038191,421079.9959076294
Gulf of Mexico,Ariopsis felis,25,16.239865136068076,169.13524256751208,342160.5957140766
Gulf of Mexico,Trichiurus lepturus,27,39.51994862326403,58.32778480521692,287147.6845960828
Gulf of Mexico,Prionotus longispinosus,27,55.56715099943807,29.23573315788782,202369.74491889865
Gulf of Mexico,Lutjanus campechanus,27,52.051055631371916,28.57751963891092,185296.63733869838
Gulf of Mexico,Lagodon rhomboides,27,44.42482138556635,32.91335806678083,182142.52354156369
Gulf of Mexico,Pristipomoides aquilonaris,27,27.815685959701373,44.0947353773709,152788.2580825895
Gulf of Mexico,Centropristis philadelphica,25,56.32977442401862,19.77854711955217,138786.06513789715
Gulf of Mexico,Larimus fasciatus,27,19.338524524363812,53.07944169336929,127868.37503932642
Gulf of Mexico,Upeneus parvus,27,36.397206389981534,22.837507099210075,103545.25718781826
Gulf of Mexico,Harengula jaguana,27,22.461266757646303,34.26126963994388,95863.03245256306
Gulf of Mexico,Syacium gunteri,27,46.68860881432126,15.166035670924442,88205.66346209649
Gulf of Mexico,Serranus atrobranchus,27,36.23665409006984,17.831005990513475,80489.16104117756
Gulf of Mexico,Opisthonema oglinum,27,16.16761660110781,32.21537082931327,64881.75685023697
Gulf of Mexico,Cyclopsetta chittendeni,27,31.604720237617403,14.928072359206897,58771.820878197504
Gulf of Mexico,Lutjanus synagris,27,22.485349602633057,16.829893444120337,47140.53153698111
Gulf of Mexico,Diplectrum bivittatum,27,29.100104358994944,11.786425552065324,42725.79262623668
Gulf of Mexico,Prionotus paralatus,27,18.47154210484065,16.416807173755885,37775.07330681224
Gulf of Mexico,Trichopsetta ventralis,27,17.90158144015413,15.828480623324255,35297.51179001306
Gulf of Mexico,Lepophidium brevibarbe,27,24.628722806454203,10.408492269800293,31933.254283747247
Gulf of Mexico,Eucinostomus gula,27,17.45203500040138,11.957852192455665,25996.37066639862
Gulf of Mexico,Balistes capriscus,27,16.97840571566188,12.090033386462817,25570.42061236883
Gulf of Mexico,Chaetodipterus faber,27,21.016296058441036,9.140042027024228,23928.630026749415
Gulf of Mexico,Saurida brasiliensis,27,34.45452356105001,4.943931914634991,21219.355777613295
Gulf of Mexico,Lagocephalus laevigatus,27,21.47387011318937,7.640078962716358,20437.21122526624
Gulf of Mexico,Prionotus stearnsi,27,21.28923496829092,7.22588252058061,19163.040444579743
Gulf of Mexico,Etropus crossotus,26,24.92574456129084,5.882278040834197,18264.47331679016
Gulf of Mexico,Porichthys plectrodon,27,26.250301035562334,3.771565700966501,12333.019842160453
Gulf of Mexico,Citharichthys spilopterus,26,16.127478526129888,4.380269042741641,8799.96050686796
Gulf of Mexico,Sphoeroides parvus,27,25.897085975756603,2.7083908818353004,8737.26898480071
Gulf of Mexico,Halieutichthys aculeatus,27,18.158465120012846,3.183945783137408,7202.085361456808
North Iberian Coast,Capros aper,23,69.80810234541578,5758.541840448149,9426732.992813619
North Iberian Coast,Micromesistius poutassou,25,81.91897654584221,1956.9447200075087,3759290.8071344267
North Iberian Coast,Merluccius merluccius,25,95.82089552238806,427.07388558828666,959635.0209168796
North Iberian Coast,Scyliorhinus canicula,25,66.52452025586354,300.8711115356359,469358.9339955916
North Iberian Coast,Lepidorhombus boscii,25,91.98294243070363,112.76430582163727,243232.60765727132
North Iberian Coast,Pagellus acarne,25,20,421.166412445609,197527.04743699034
North Iberian Coast,Raja clavata,25,30.405117270788914,226.98112514130554,161837.54222575066
North Iberian Coast,Conger conger,25,76.54584221748401,73.98501787283442,132803.10708173772
North Iberian Coast,Lepidorhombus whiffiagonis,25,55.266524520255864,95.90071894861516,124287.33175740551
North Iberian Coast,Gadiculus argenteus,25,53.17697228144989,83.70323609442309,104377.93540974542
North Iberian Coast,Chelidonichthys cuculus,25,39.1044776119403,103.861327854344,95240.83764243359
North Iberian Coast,Trisopterus luscus,25,30.277185501066096,129.4957639948895,91941.99243637155
North Iberian Coast,Lophius piscatorius,25,52.40938166311301,63.0960841397356,77545.08740773503
North Iberian Coast,Boops boops,25,25.202558635394457,126.50008762585671,74761.55178688132
North Iberian Coast,Microchirus variegatus,25,77.86780383795309,34.914341550916895,63753.58767197428
North Iberian Coast,Raja montagui,25,15.82089552238806,169.72102713902206,62966.501068577185
North Iberian Coast,Lophius budegassa,25,30.149253731343283,71.05168099630012,50233.53846438416
North Iberian Coast,Zeus faber,25,35.47974413646055,54.074086192303525,44989.639711996584
North Iberian Coast,Chelidonichthys lucerna,25,21.279317697228144,54.21461197004291,27053.09137305141
North Iberian Coast,Phycis blennoides,25,32.79317697228145,32.5532400048071,25033.441563696695
North Iberian Coast,Trisopterus minutus,25,23.02771855010661,44.87095282541998,24230.314525726797
North Iberian Coast,Cepola macrophthalma,25,31.684434968017058,32.47535113299967,24129.18589181879
North Iberian Coast,Helicolenus dactylopterus,25,44.946695095948826,22.836023590436394,24069.168864319963
North Iberian Coast,Arnoglossus laterna,25,61.279317697228144,16.69201982698053,23986.432491371062
North Sea,Merlangius merlangus,27,96.2154607031502,889.2294833426156,15915429.292866051
North Sea,Melanogrammus aeglefinus,27,65.69723685625202,999.816203374878,12218753.821444388
North Sea,Limanda limanda,27,88.66788517363725,383.8318294271711,6330922.194571782
North Sea,Trisopterus esmarkii,27,50.51607354047952,536.9928663869108,5046121.965437779
North Sea,Pollachius virens,27,23.29857004623159,691.2532203256045,2995891.4568911595
North Sea,Eutrigla gurnardus,27,74.52962047091711,209.41797851187695,2903370.854088673
North Sea,Gadus morhua,27,73.212557789485,206.150627326183,2807565.3935552947
North Sea,Merluccius merluccius,27,28.78185141382647,366.7864162957291,1963774.4728473348
North Sea,Pleuronectes platessa,27,75.39511880442963,103.65797945102362,1453803.161800599
North Sea,Hippoglossoides platessoides,27,71.49768842059994,58.24966702330167,774720.5714099123
North Sea,Amblyraja radiata,27,28.3571658961402,92.85498039062877,489810.0215605667
North Sea,Microstomus kitt,27,65.96064939253844,35.46309554226478,435132.1823035891
North Sea,Scyliorhinus canicula,27,18.02494355445651,113.06182331437995,379096.29357311537
North Sea,Lophius piscatorius,27,19.255993979142026,51.11592907356461,183097.25794150884
North Sea,Trisopterus minutus,27,30.421460058058273,25.51172888809636,144370.87377773726
Northeast U.S. and Scotian Shelf,Squalus acanthias,27,40.151306198037744,7037.277126983453,71709853.92396118
Northeast U.S. and Scotian Shelf,Melanogrammus aeglefinus,27,39.70211592261318,1351.6742066547533,13619469.306253303
Northeast U.S. and Scotian Shelf,Merluccius bilinearis,27,59.37192166752039,357.04965969698867,5380024.272314088
Northeast U.S. and Scotian Shelf,Leucoraja erinaceus,27,40.26557389968084,499.8821445245061,5108295.634895941
Northeast U.S. and Scotian Shelf,Leucoraja ocellata,27,29.52835021080421,585.5238590728105,4387915.799891689
Northeast U.S. and Scotian Shelf,Gadus morhua,27,30.02876393868947,350.26406036872,2669362.4040700267
Northeast U.S. and Scotian Shelf,Urophycis chuss,27,40.13554513574215,133.1799946044816,1356571.4250412493
Northeast U.S. and Scotian Shelf,Peprilus triacanthus,27,30.777414397730407,169.0755707607348,1320649.2832121
Northeast U.S. and Scotian Shelf,Pollachius virens,27,15.457661846408447,328.42295246046183,1288403.2425023925
Northeast U.S. and Scotian Shelf,Myzopsetta ferruginea,27,26.65589660743134,140.53334605006958,950708.0860287205
Northeast U.S. and Scotian Shelf,Urophycis tenuis,27,24.81973284999409,140.28598987783138,883661.4502404612
Northeast U.S. and Scotian Shelf,Myoxocephalus octodecemspinosus,27,32.35746089286418,100.56464424605642,825836.8585486114
Northeast U.S. and Scotian Shelf,Pseudopleuronectes americanus,27,26.04909570905079,120.67325244337763,797770.8719031734
Northeast U.S. and Scotian Shelf,Urophycis regia,27,24.618779305725205,119.38914903449665,745943.4031675368
Northeast U.S. and Scotian Shelf,Hippoglossoides platessoides,27,33.67350959454667,60.54446247733792,517412.97633133107
Northeast U.S. and Scotian Shelf,Alosa pseudoharengus,27,24.484810276212617,71.11314715842137,441897.0964424305
Northeast U.S. and Scotian Shelf,Paralichthys dentatus,27,18.89357342684897,76.2448849892489,365594.2235234492
Northeast U.S. and Scotian Shelf,Hemitripterus americanus,27,22.987509358130737,60.638119399604015,353762.7885772894
Northeast U.S. and Scotian Shelf,Hippoglossina oblonga,27,26.281571377910872,48.78157617314979,325373.1130749089
Northeast U.S. and Scotian Shelf,Lophius americanus,27,27.40454706647228,40.796171884165986,283737.3754543747
Northeast U.S. and Scotian Shelf,Scophthalmus aquosus,27,24.46510894834312,30.324354702234494,188283.918346174
Northeast U.S. and Scotian Shelf,Zoarces americanus,27,19.772252649828598,37.51741518941352,188262.38942047808
Northeast U.S. and Scotian Shelf,Glyptocephalus cynoglossus,27,25.580204105756728,24.20500592956437,157138.89849473193
